"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gad2",0,5.7507150289652,0.86,0.051,0
"Erbb4",0,5.40743733930214,0.982,0.194,0
"Gad1",0,5.49594702760866,0.801,0.058,0
"Maf",0,3.33463253436042,0.82,0.094,0
"Dlx6os1",0,6.12855300152542,0.743,0.018,0
"Zfp536",0,3.08996390816649,0.828,0.156,0
"Sox2ot",0,3.01406976545158,0.895,0.232,0
"Nxph1",0,4.774589493613,0.791,0.139,0
"Slc6a1",0,2.77135873487104,0.824,0.186,0
"Dlx1as",0,4.44169341229527,0.692,0.074,0
"Kcnip1",0,3.74989693679901,0.729,0.113,0
"Satb2",0,-5.25706857152312,0.108,0.686,0
"Grik1",0,4.0695362841611,0.76,0.197,0
"Cacna2d1",0,-2.65291777755683,0.267,0.819,0
"Rbms3",0,3.25660857294687,0.895,0.347,0
"Npas3",0,1.88159726587163,0.908,0.36,0
"Ptprk",0,-3.39595855604211,0.212,0.752,0
"Kcnc2",0,4.38753659135976,0.844,0.31,0
"Meis2",0,-2.9546659920815,0.119,0.648,0
"Ubash3b",0,2.38625428348129,0.75,0.228,0
"Dlx1",0,4.71630684657108,0.527,0.021,0
"Kcnmb2",0,2.97816069195512,0.738,0.233,0
"Arx",0,4.21538584029043,0.543,0.038,0
"Nhs",0,2.94617018419008,0.621,0.118,0
"Ptprm",0,2.60130722040012,0.756,0.261,0
"Btbd11",0,3.26083469150366,0.584,0.098,0
"Dscaml1",0,1.92165927860673,0.932,0.454,0
"Sox6",0,1.82779837825889,0.699,0.222,0
"Cntnap3",0,5.17919969453361,0.505,0.033,0
"Slc32a1",0,4.96945803355345,0.491,0.028,0
"Gm38505",0,3.5472943525932,0.519,0.057,0
"Lhx6",0,6.47605910641831,0.469,0.009,0
"Arpp21",0,-3.81542294573757,0.318,0.776,0
"Cntnap5c",0,3.93687497438349,0.578,0.121,0
"9130024F11Rik",0,-3.86124723346167,0.057,0.508,0
"Nfix",0,-1.41362765392513,0.365,0.798,0
"Rasgef1b",0,-2.81535690722434,0.203,0.636,0
"Zbtb18",0,-2.33828566285978,0.21,0.637,0
"Ptchd4",0,2.63130599197967,0.713,0.286,0
"Gm14204",0,6.14409411409732,0.431,0.008,0
"Nckap5",0,-3.09781911389731,0.204,0.626,0
"Neurod2",0,-3.39798906983251,0.058,0.475,0
"Nell1",0,2.36063542848422,0.613,0.198,0
"Gm49678",0,-4.23723540300882,0.093,0.503,0
"Galntl6",0,3.59391363568741,0.809,0.4,0
"Dlgap2",0,2.03286878417323,0.924,0.518,0
"Neurod6",0,-2.67067026532098,0.143,0.54,0
"Nfia",0,-2.60111755655202,0.255,0.643,0
"Sv2b",0,-4.12549246078634,0.09,0.475,0
"Afap1",0,1.87114023656704,0.644,0.261,0
"Mafb",0,3.33081202499456,0.433,0.054,0
"Ldb2",0,-2.69355351051054,0.254,0.623,0
"Reln",0,4.5698092290892,0.505,0.137,0
"Ripor2",0,2.21853373234429,0.702,0.334,0
"Rgs6",0,-1.8339300202283,0.313,0.68,0
"Ephb1",0,-2.47003923342199,0.214,0.577,0
"Dgkg",0,2.95309597985353,0.55,0.189,0
"C130073E24Rik",0,5.01984885812579,0.419,0.059,0
"Slc17a7",0,-3.69492933842998,0.104,0.463,0
"Nrp1",0,-2.60565872912279,0.152,0.509,0
"Vwc2",0,3.8369079105864,0.408,0.052,0
"Grip1os2",0,2.70080483838051,0.469,0.114,0
"Tiam2",0,-2.6009616055857,0.293,0.647,0
"Ptn",0,-3.39639880854138,0.481,0.834,0
"Bcl11b",0,1.20680874308628,0.622,0.272,0
"Zfp608",0,1.29557542489898,0.838,0.488,0
"Fstl5",0,2.1091462703262,0.681,0.333,0
"Pde4b",0,-1.88468000184049,0.332,0.68,0
"Baiap2",0,-3.19431902303024,0.084,0.431,0
"Cacna2d2",0,3.39809480506743,0.446,0.101,0
"Psd3",0,-1.82598383332082,0.454,0.792,0
"Csgalnact1",0,-2.3700052029222,0.148,0.485,0
"Csmd2",0,-1.90995947853679,0.41,0.746,0
"Col19a1",0,3.01275968632317,0.467,0.133,0
"Chrm3",0,1.24755734677653,0.71,0.376,0
"Wwc1",0,-2.27849089478031,0.212,0.545,0
"Epha4",0,-1.37481669449872,0.381,0.711,0
"Lingo1",0,-2.25524392781348,0.242,0.572,0
"Lmo7",0,-2.27602974821395,0.116,0.445,0
"St8sia4",0,1.67273543103334,0.528,0.201,0
"Gm47027",0,2.8198828020061,0.419,0.092,0
"Cdh6",0,-2.25152795613653,0.122,0.446,0
"Spock3",0,2.38758253704009,0.632,0.309,0
"Tnfrsf19",0,-3.71624586214677,0.069,0.392,0
"Alk",0,2.77753578637489,0.426,0.103,0
"Dock11",0,1.34569487610031,0.51,0.187,0
"Rgl1",0,-2.36685179642286,0.186,0.508,0
"Gm10115",0,-4.04240363434621,0.034,0.355,0
"Gria1",0,3.02193874153601,0.886,0.569,0
"Thsd7a",0,2.68476865456375,0.6,0.284,0
"Gpc5",0,-4.3854903701058,0.115,0.431,0
"Mlip",0,-2.38567842940525,0.156,0.472,0
"Ntrk3",0,-1.20300131092553,0.49,0.805,0
"Pou3f2",0,-2.99576801900355,0.055,0.37,0
"Elfn1",0,4.62650595357249,0.348,0.033,0
"Nrxn3",0,2.97817349459456,1,0.685,0
"Sox1ot",0,3.32251735760297,0.362,0.05,0
"Lhx2",0,-3.17495534004903,0.055,0.366,0
"Vstm2a",0,2.34040516499714,0.611,0.3,0
"Rorb",0,-4.41642218658033,0.096,0.405,0
"Dab1",0,-1.32444718994604,0.542,0.851,0
"Tmem132c",0,2.92836912544505,0.354,0.049,0
"Gm20754",0,1.70345754394077,0.78,0.48,0
"Kcnip3",0,-2.81028483129185,0.092,0.391,0
"Neto1",0,2.38236455276853,0.662,0.363,0
"Glra2",0,1.65721737226949,0.482,0.183,0
"Slc44a5",0,2.4896339394322,0.51,0.215,0
"Cobl",0,-2.50805957577792,0.143,0.435,0
"Ptk2b",0,-3.55395601284067,0.051,0.343,0
"Nrg1",0,-2.40728013859862,0.551,0.843,0
"Cntnap4",0,2.07027800739666,0.593,0.302,0
"Arl4c",0,1.777351118029,0.499,0.21,0
"Ankrd55",0,3.90284987756344,0.314,0.025,0
"Gria4",0,1.81574409197759,0.951,0.664,0
"Pik3r1",0,-1.27780777780514,0.374,0.659,0
"Prex1",0,-3.56268830677371,0.063,0.347,0
"Dok5",0,-2.06856107492891,0.263,0.544,0
"Elavl2",0,1.82550409353771,0.885,0.605,0
"Apbb2",0,-1.40745931102633,0.429,0.709,0
"Itpr1",0,-1.60840565709603,0.362,0.641,0
"Lmo4",0,-1.69480236166253,0.338,0.615,0
"Igf1",0,4.55536838091672,0.295,0.018,0
"Gabrg3",0,2.19322711018242,0.71,0.435,0
"Kctd8",0,2.56223874056437,0.408,0.135,0
"Cdh9",0,2.36728539929276,0.45,0.18,0
"Pde5a",0,2.10773083944804,0.346,0.079,0
"Dpp6",0,1.71142502624144,0.925,0.659,0
"Tox2",0,2.43955200993165,0.359,0.096,0
"Xylt1",0,-1.99085972778236,0.372,0.635,0
"5330434G04Rik",0,1.59523026424735,0.655,0.392,0
"Etl4",0,1.45169967297585,0.659,0.397,0
"Ank1",0,1.9649161264881,0.448,0.187,0
"Adamts17",0,2.32072034020499,0.469,0.213,0
"A530058N18Rik",0,2.41937948908322,0.337,0.083,0
"C530008M17Rik",0,1.21436175794879,0.888,0.635,0
"Vstm2b",0,1.96486399555331,0.39,0.137,0
"Eya4",0,3.00469090637012,0.308,0.056,0
"Gm31218",0,7.92391699359126,0.252,0.002,0
"Pola1",0,1.46554193792463,0.632,0.382,0
"Dlg1",0,-1.36166781281559,0.567,0.811,0
"Khdrbs2",0,-1.42846441294482,0.478,0.722,0
"Nxph2",0,4.40398760296829,0.286,0.043,0
"Ablim3",0,1.82137108641145,0.412,0.171,0
"Kcnc1",0,2.3440020105658,0.509,0.27,0
"Gpr176",0,2.51441360839926,0.38,0.142,0
"Epb41l4a",0,2.90241097592919,0.315,0.077,0
"Wdr17",0,-2.36475789171007,0.379,0.616,0
"Synpr",0,3.69652137242912,0.357,0.121,0
"Cntnap2",0,2.52727092670302,0.84,0.61,0
"Kcns3",0,3.25590720242486,0.288,0.058,0
"Arnt2",0,1.39688886663981,0.801,0.573,0
"Npas1",0,4.05908215201136,0.25,0.022,0
"Tmem130",0,1.70905948232231,0.531,0.305,0
"Dner",0,1.21240664135261,0.742,0.516,0
"Mkx",0,2.28782722660247,0.443,0.218,0
"Rps6ka5",0,1.87991974113581,0.725,0.501,0
"Serpini1",0,1.39652133662384,0.671,0.448,0
"Syn2",0,1.05601895959325,0.788,0.567,0
"Amph",0,1.16833949655192,0.807,0.586,0
"Csrnp3",0,1.00592269674643,0.887,0.666,0
"Pnoc",0,4.72605038292711,0.236,0.015,0
"Gm26871",0,-2.24979628162122,0.503,0.723,0
"Rpp25",0,4.41842092591883,0.233,0.016,0
"Cacng2",0,1.39255789849623,0.597,0.385,0
"Dlx2",0,4.42636270325718,0.219,0.01,0
"Neo1",0,-1.27580513137364,0.6,0.808,0
"Grin2d",0,2.33757341922068,0.294,0.086,0
"Pde4dip",0,1.0950349144808,0.838,0.63,0
"Sybu",0,-1.54118943015682,0.535,0.743,0
"Gm45323",0,5.03948116042205,0.231,0.024,0
"Dusp10",0,2.29443310896669,0.239,0.033,0
"Xkr4",0,1.66564134975627,0.952,0.749,0
"Tnik",0,-1.20193256134996,0.686,0.889,0
"Gm45025",0,2.11672246545434,0.251,0.049,0
"Mapk10",0,1.00277006946342,0.931,0.731,0
"Cacna1e",0,-1.43558016263178,0.459,0.658,0
"4930555F03Rik",0,4.95891008625423,0.23,0.032,0
"Gfpt2",0,2.21475832640961,0.27,0.072,0
"Frmd5",0,1.23894503373153,0.952,0.755,0
"Dlx6",0,5.15193632944927,0.201,0.006,0
"Rcan3",0,1.63698112115582,0.275,0.082,0
"Gpm6b",0,-1.69199162148245,0.712,0.902,0
"Siah3",0,1.9723349529645,0.274,0.086,0
"Sp9",0,4.29374216961325,0.204,0.016,0
"Adarb2",0,6.16244577995615,0.328,0.14,0
"Grip1",0,2.7790782378731,0.993,0.805,0
"Nrgn",0,-2.19017279761799,0.48,0.666,0
"Tiam1",0,1.10993685534109,0.763,0.577,0
"Minar1",0,2.93799174785357,0.216,0.033,0
"Neb",0,4.37071278758942,0.216,0.035,0
"Prox1",0,3.18602216153243,0.224,0.045,0
"Grip1os1",0,2.49504632040604,0.238,0.061,0
"Zcchc12",0,2.40171155010272,0.225,0.048,0
"9630002D21Rik",0,3.84737711879082,0.2,0.026,0
"4930488N15Rik",0,5.77815355996646,0.176,0.003,0
"Nlgn1",0,-1.41098668671417,0.731,0.903,0
"Fgf13",0,1.31301347623137,0.858,0.686,0
"Ackr3",0,3.75602035964019,0.204,0.036,0
"Gng2",0,1.04908723397554,0.852,0.684,0
"Fgf12",0,1.00152406153849,0.911,0.744,0
"A230077H06Rik",0,2.30171448830926,0.224,0.058,0
"Hivep2",0,-1.03853627859787,0.683,0.848,0
"Gm45321",0,4.9461899153148,0.183,0.019,0
"6330411D24Rik",0,4.31303446856689,0.185,0.023,0
"Ext1",0,-1.36056682834927,0.728,0.888,0
"Sh3rf3",0,1.55694942586986,0.818,0.659,0
"Klf12",0,1.13687579211755,0.875,0.717,0
"Dlx5",0,4.78816714492542,0.163,0.006,0
"Oprd1",0,3.43238796041478,0.192,0.036,0
"Gm1604a",0,2.94272849208324,0.186,0.034,0
"Cort",0,3.19942471739891,0.189,0.041,0
"Chl1",0,1.11486215761392,0.913,0.768,0
"Tmem132cos",0,3.05462178992726,0.158,0.014,0
"Dlgap1",0,1.48394982795059,0.962,0.82,0
"Enox1",0,1.04974460379591,0.896,0.755,0
"Gm45341",0,4.99347729035452,0.154,0.014,0
"Rerg",0,1.62124474054226,0.174,0.036,0
"Gm2516",0,5.17609321868462,0.15,0.013,0
"Gad1os",0,3.63828388201062,0.143,0.01,0
"Akain1",0,4.15267407378288,0.143,0.01,0
"Pcp4l1",0,2.754871794547,0.15,0.021,0
"Foxp1",0,-1.70775949211874,0.681,0.809,0
"Gm5087",0,2.98767459685504,0.143,0.02,0
"Sytl5",0,2.23533398897991,0.13,0.018,0
"Nell2",0,-1.25128658049876,0.657,0.768,0
"Gm10475",0,4.36973949782309,0.119,0.012,0
"AW551984",0,3.39506439560622,0.119,0.013,0
"Crhbp",0,4.28600300193872,0.113,0.011,0
"Grip1os3",0,3.09139081902184,0.114,0.015,0
"Grik2",0,1.38449045663546,0.958,0.859,0
"Thbs1",0,3.65181603251541,0.106,0.01,0
"Zeb2",0,1.07857881581987,0.965,0.872,0
"Ptprd",0,-2.06374326263164,0.954,0.928,0
"Celf2",0,-1.54004098470139,0.991,0.973,0
"Tcf4",0,1.02203662678273,0.999,0.989,0
"A330076H08Rik",1.09995488884849e-307,1.10296422166442,0.744,0.596,3.55120435864734e-303
"Rcan2",8.82414128861121e-306,1.19404994031357,0.54,0.294,2.84887401502813e-301
"Ntng2",2.49131201348014e-305,-5.31242508882649,0.016,0.278,8.04320083552064e-301
"Cntnap5a",1.99211717621038e-304,1.46775761027208,0.601,0.365,6.43155030339521e-300
"Slc1a2",8.31649426626725e-304,-3.45186884628025,0.32,0.554,2.68498017386438e-299
"Gabrb1",2.96645447893974e-302,-1.49687237726845,0.499,0.686,9.57719828525695e-298
"Gm2164",4.78982426896503e-302,-5.06013600642275,0.018,0.279,1.54639476523536e-297
"Abat",9.30664048052419e-301,1.43677813040334,0.436,0.207,3.00464887913724e-296
"Sntg1",6.67594825711237e-300,1.08649476601918,0.793,0.607,2.15532989480873e-295
"1700016K05Rik",1.69242938675187e-298,3.0040966448668,0.104,0.012,5.46400827512841e-294
"Moxd1",2.545080048362e-298,3.06169391297785,0.117,0.017,8.21679093613673e-294
"Cnksr2",4.99726495959324e-298,-1.64035120966831,0.659,0.705,1.61336699220468e-293
"Rbp4",3.76092758375773e-297,3.2511456130063,0.183,0.044,1.21421547041618e-292
"Nrn1",4.20546350941795e-297,-3.45770413829256,0.072,0.34,1.35773389401559e-292
"Ralyl",3.84569506172162e-296,-1.16752534859397,0.64,0.754,1.24158265067682e-291
"Enc1",8.64491121417651e-296,-1.56453507888313,0.302,0.579,2.79100958549689e-291
"Tbr1",1.10477020729841e-294,-2.7712216529223,0.052,0.327,3.56675061426291e-290
"Cdh7",1.45780624083437e-293,2.77411601536376,0.356,0.156,4.70652744853375e-289
"Cxcr4",1.58488528975965e-292,3.2050000304451,0.112,0.015,5.11680215798902e-288
"Tafa1",3.54592646736766e-291,-3.80578728635356,0.158,0.415,1.14480235998965e-286
"Dkk3",1.75320385426088e-288,-2.96160599659505,0.083,0.351,5.66021864348125e-284
"Klhl14",3.18351500522134e-288,2.9320874721278,0.113,0.016,1.02779781943571e-283
"Ldlrad4",3.61911381769013e-288,-1.2427264081811,0.578,0.74,1.16843089604126e-283
"Rph3a",1.16942646637635e-287,1.55026697871228,0.505,0.277,3.77549334669604e-283
"Ryr3",1.09632759946583e-283,-1.57164670696988,0.265,0.554,3.53949365487542e-279
"Foxp2",1.4623298274658e-283,-3.0868392432107,0.075,0.343,4.72113184797333e-279
"Gm1992",8.33425650246094e-283,1.82889900529092,0.476,0.255,2.69071471181951e-278
"Caln1",1.66005712387876e-282,-1.17688270071842,0.266,0.567,5.35949442444257e-278
"Opcml",3.5484686963478e-282,-1.1083111520105,0.639,0.814,1.14562311861589e-277
"Mapk4",4.60404447637729e-282,-1.63455654818065,0.243,0.528,1.48641575919841e-277
"Vgll4",8.84037575360222e-282,-1.27631989762497,0.244,0.547,2.85411531205048e-277
"Adamts3",2.03997809697806e-281,-2.21270627659458,0.148,0.424,6.58606928609367e-277
"Mageb18",5.04095307353326e-281,2.44114966639332,0.106,0.014,1.62747169979021e-276
"Nectin3",1.82874365946366e-278,-1.95072184666646,0.31,0.546,5.90409890457843e-274
"Ccbe1",1.88141341137394e-278,-3.6490387111726,0.051,0.31,6.07414319862076e-274
"Zfp618",1.95061956510767e-278,1.75598331635548,0.429,0.209,6.2975752659501e-274
"Adra1a",2.1891664175311e-278,2.1729241570002,0.325,0.132,7.06772377899915e-274
"Osbpl1a",2.45131073842323e-278,-1.252630040019,0.485,0.677,7.91405671899938e-274
"Grik3",5.17373795399575e-277,1.08390567777933,0.534,0.272,1.67034129844753e-272
"Frmd4a",6.3905539942065e-277,-1.27674401459776,0.839,0.894,2.06319035702957e-272
"Maml2",8.12970640126808e-277,-3.03123758484681,0.17,0.43,2.6246757116494e-272
"Bend4",3.74159892584808e-276,2.40412161530748,0.23,0.07,1.20797521321005e-271
"Cited2",4.67159552915753e-276,1.55735470656904,0.462,0.236,1.50822461658851e-271
"4930509J09Rik",6.9973269818598e-276,1.85935993738143,0.453,0.239,2.25908701609344e-271
"Metap1d",5.81036116397256e-275,1.36343196153998,0.516,0.279,1.87587510178854e-270
"Glis3",4.13967563209062e-274,-5.50177379486715,0.022,0.264,1.33649427782046e-269
"Rap1gap2",5.85718149390327e-273,-1.67864393629542,0.225,0.487,1.89099104530667e-268
"Rai14",4.81620250962276e-272,-3.39978166682334,0.034,0.285,1.55491098023171e-267
"R3hdm1",7.5802008546154e-272,-1.30150452758196,0.818,0.857,2.44726784591258e-267
"4930447N08Rik",4.72320448699307e-271,1.79364010273305,0.183,0.045,1.52488656862571e-266
"Fgd3",9.93938042775118e-271,2.06876222575366,0.226,0.067,3.20892897109947e-266
"Lin28b",4.74140743652916e-270,1.7843289926556,0.324,0.129,1.53076339088344e-265
"Rtn4r",1.3405353522444e-269,-1.97983634060484,0.094,0.367,4.32791838472105e-265
"Kcnk10",1.73719747663996e-268,-1.27136835399784,0.285,0.573,5.6085420533321e-264
"Dact1",3.23147059062322e-265,2.32427093680214,0.23,0.072,1.04328028018271e-260
"Khdrbs3",3.41646035233329e-265,-1.15718596638741,0.647,0.756,1.1030042247508e-260
"Mmd2",7.42871217244413e-265,-2.9593860790262,0.067,0.324,2.39835972487359e-260
"Coro6",1.78212398586039e-263,2.78850238657065,0.152,0.033,5.75358728835028e-259
"Zfp804a",4.24582500402956e-263,2.1101842869676,0.586,0.399,1.37076460255094e-258
"Bmpr1b",7.31752375749076e-257,-4.70821710705377,0.031,0.265,2.36246254510589e-252
"Nwd2",2.47334872548632e-256,-2.60063922126375,0.212,0.441,7.98520636023257e-252
"Lhfp",4.76837389104006e-254,-2.31461717291349,0.19,0.437,1.53946951072228e-249
"Klhl13",2.6582730649542e-253,1.12176841214508,0.29,0.103,8.58223459020465e-249
"Slc8a3",1.01751737573746e-251,1.25359039558737,0.542,0.321,3.2850548475684e-247
"Klf9",2.57578591800929e-250,-1.91898964507539,0.247,0.48,8.31592483629299e-246
"Dync1i1",7.74304538669395e-250,-1.42505953056712,0.477,0.653,2.49984220309414e-245
"Tafa5",5.43690432144575e-249,1.2627538392151,0.655,0.475,1.75530456017876e-244
"Zbtb16",6.53528183570321e-248,1.4729598746674,0.543,0.322,2.10991574065678e-243
"Gm19938",2.11057435435779e-247,1.68172020659546,0.461,0.256,6.81398930304412e-243
"Gm42303",4.39807920924802e-246,-1.49361817517791,0.146,0.42,1.41991987270572e-241
"Vstm2l",4.65380201284869e-246,1.66327431996655,0.425,0.222,1.5024799798482e-241
"Yes1",2.0580311090435e-244,1.12013299549481,0.449,0.217,6.64435343554695e-240
"Grin3a",2.41253978683178e-244,2.29432773412955,0.399,0.203,7.78888470178639e-240
"Slc1a3",5.71687234562366e-244,-4.96424851731541,0.069,0.302,1.8456922367846e-239
"Tbc1d9",7.40355473059503e-243,1.22831702269561,0.591,0.395,2.39023764477261e-238
"Stac2",9.69457358731999e-243,2.12370162547505,0.171,0.044,3.12989308266626e-238
"Pygo1",1.18968961657333e-242,1.43485660279042,0.342,0.144,3.84091292710701e-238
"Boc",4.73288588215108e-242,-4.53850964996263,0.016,0.236,1.52801220705248e-237
"Srrm4",1.2115443590779e-240,1.01342540438932,0.72,0.573,3.91147096328301e-236
"Gjd2",1.56073134419629e-238,2.46923834651612,0.122,0.023,5.03882114473772e-234
"Camk4",2.028396613302e-238,-1.49404334264692,0.354,0.557,6.54867846604549e-234
"Pou3f1",3.83741107929178e-234,-2.8124021925652,0.065,0.3,1.23890816694935e-229
"Fbn2",1.49295149055961e-232,-2.09358596831309,0.115,0.365,4.81999388727171e-228
"Iqsec1",2.59619341339495e-232,1.13815268474627,0.681,0.515,8.38181043514559e-228
"Pcsk2",3.67601555676208e-232,-1.62193536536884,0.536,0.631,1.18680162250064e-227
"Lix1",5.57664973750987e-232,-2.21118016251067,0.096,0.34,1.80042136775506e-227
"Plekhh2",1.25367841887188e-230,1.73859831081758,0.278,0.109,4.04750077532787e-226
"Sgk3",2.30036081828252e-230,-2.04058759314547,0.119,0.363,7.42671490182511e-226
"Id2",8.11797343761581e-230,-1.39684034383667,0.257,0.522,2.62088772433427e-225
"Gm4876",3.29758524728252e-229,-3.37784725726804,0.043,0.268,1.06462539708516e-224
"Zmat4",6.30319787436286e-229,1.46226248213108,0.441,0.237,2.03498743373805e-224
"Rgma",1.11957752770545e-228,-2.53601504665727,0.069,0.302,3.61455604819704e-224
"Gramd1b",5.91515874234222e-228,-1.22915324347481,0.506,0.706,1.90970899996519e-223
"Ttyh1",6.32015744420233e-227,-1.94050653942628,0.282,0.503,2.04046283086072e-222
"Lzts1",6.3694260412531e-227,-1.25495532685308,0.147,0.422,2.05636919741856e-222
"Pip4k2a",6.06815464396996e-226,-1.66901687857437,0.271,0.518,1.9591037268057e-221
"Thrb",3.08670435905532e-223,1.13909207448139,0.639,0.457,9.96542502321011e-219
"Pde1a",7.55238656979514e-222,-1.50036261624323,0.23,0.472,2.43828800405836e-217
"Dpy19l1",7.61890166178696e-221,-1.44167667843283,0.24,0.49,2.45976240150792e-216
"Msra",8.78059400751795e-218,-1.20742030792522,0.615,0.749,2.83481477532717e-213
"Nr2f2",1.68097170458433e-217,1.87926552509656,0.265,0.103,5.42701714825051e-213
"Phlpp1",2.24450755083297e-217,-1.17675901835284,0.562,0.758,7.24639262786425e-213
"Scn1a",1.83644405948284e-216,1.09415657572761,0.653,0.481,5.92895964604034e-212
"Slc17a6",1.06778640754362e-214,-3.64858042080639,0.024,0.23,3.44734841675459e-210
"Itgav",1.81431569633726e-214,-2.77714677326815,0.083,0.304,5.85751822562483e-210
"Vxn",9.67983025573203e-214,-3.10138192504853,0.064,0.281,3.12513319806309e-209
"Usp43",1.02525810189481e-213,-4.37451336404021,0.012,0.21,3.3100457819674e-209
"Plpp3",1.87153433267024e-213,-4.35842648052841,0.062,0.274,6.04224859302587e-209
"Gm48893",4.51308467982393e-213,2.37392205998531,0.171,0.049,1.45704938888116e-208
"2900026A02Rik",5.47658181406134e-213,-2.20611452262986,0.103,0.329,1.7681144386697e-208
"Rbm24",6.11109975163832e-213,-2.91569937140244,0.058,0.274,1.97296855481643e-208
"Ipcef1",3.16967227781957e-212,-2.56885630283418,0.083,0.304,1.02332869489405e-207
"Bhlhe22",1.6744070193381e-211,-2.21027097921938,0.078,0.306,5.40582306193305e-207
"P4ha1",2.30955557940117e-211,-1.52712402241536,0.215,0.455,7.45640018809669e-207
"Ngf",2.73291629233534e-211,2.13775810255065,0.109,0.021,8.82322024980464e-207
"Dock1",2.75755161714178e-211,-3.50067505713387,0.076,0.29,8.90275539594223e-207
"Tox3",3.7299093356536e-211,1.09912904293661,0.515,0.316,1.20420122901576e-206
"Nrip2",4.74845004098818e-211,2.14892935428879,0.154,0.04,1.53303709573303e-206
"Clstn2",2.56455773439431e-210,-1.06932235345127,0.498,0.69,8.27967464549203e-206
"Sox1",3.11772740844536e-210,2.0363094223234,0.13,0.029,1.00655829381658e-205
"Rprml",1.9485898167969e-209,-2.03021770514573,0.09,0.319,6.2910222235288e-205
"Lgi2",2.80593385918333e-207,1.75860664682449,0.369,0.193,9.05895746437337e-203
"Hs3st2",5.78897009689207e-206,-2.29251121669444,0.075,0.292,1.8689689957816e-201
"Dpyd",2.27127410186648e-204,-2.83588102873208,0.076,0.291,7.33280843787592e-200
"Ngef",2.86132222918067e-204,-2.19286760434266,0.104,0.325,9.23777881690981e-200
"Palmd",8.98157224142446e-204,-4.29265974347806,0.017,0.21,2.89970059814389e-199
"Adora1",4.08144621118629e-203,-2.36996103820255,0.08,0.295,1.31769490928149e-198
"Spats2l",1.45982024307933e-202,1.30022408296818,0.546,0.346,4.71302965478163e-198
"Prkg1",1.39206359638152e-201,-1.08975955532192,0.473,0.662,4.49427732091774e-197
"Trpm3",1.82457473498948e-201,-1.59393503853369,0.38,0.619,5.89063953191353e-197
"Gjc1",3.46564415400604e-201,-2.68249185322342,0.055,0.265,1.11888321512085e-196
"Mrtfb",1.12751651292232e-200,-1.33165268440409,0.398,0.562,3.64018706196972e-196
"Fam222a",3.25937343040255e-199,2.48393454392668,0.147,0.039,1.05228871200546e-194
"2010300C02Rik",8.13797725011859e-199,-2.79256427295667,0.076,0.282,2.62734595520079e-194
"Slc16a2",1.98507447666104e-198,-1.66946499149167,0.171,0.403,6.40881294790017e-194
"Kcnh5",1.10774052713713e-195,-2.7921090871344,0.147,0.355,3.57634029186222e-191
"Kcnv1",2.17975552401558e-194,-2.49598414789702,0.055,0.258,7.0373407092843e-190
"Zfp941",3.64626013417854e-194,1.738610177793,0.264,0.11,1.17719508431954e-189
"Fgf9",6.71288253439078e-194,1.97218228249181,0.257,0.108,2.16725412622806e-189
"Rab3b",1.15142840781474e-193,1.56483411136292,0.388,0.21,3.7173866146299e-189
"Itpka",5.66890825714419e-193,-3.35462549218522,0.03,0.221,1.830207030819e-188
"Mbnl2",2.17396916404322e-190,-1.15864309759375,0.45,0.62,7.01865944611353e-186
"Rasal1",7.66961627556724e-190,-3.35539161683073,0.025,0.212,2.47613561456688e-185
"Gm13889",5.26555456344647e-189,1.5107891773571,0.275,0.116,1.69998429080869e-184
"Shisa6",8.05089559130048e-189,1.75915502022355,0.416,0.248,2.59923164165136e-184
"Tac1",1.57498923774698e-188,3.45390364602518,0.11,0.024,5.08485275406613e-184
"Kcnk9",4.23958101159449e-188,-1.91160118698339,0.076,0.287,1.36874872959328e-183
"Gm29260",4.36176878562871e-188,-5.49911126572186,0.014,0.192,1.40819705244023e-183
"Npas2",1.25022846989465e-186,-1.90828761580018,0.198,0.402,4.03636261505489e-182
"Znrf3",3.36303960146696e-186,-1.56777521747379,0.247,0.472,1.08575733533361e-181
"Zfhx4",7.11644957913826e-186,-3.07233279798305,0.021,0.205,2.29754574662479e-181
"Gm44129",1.0558635895035e-184,2.84239310382911,0.104,0.022,3.40885559871206e-180
"Jcad",2.81171313845882e-184,-2.90445227362621,0.04,0.231,9.0776158675143e-180
"B130024G19Rik",4.08346943825376e-184,1.96060572707647,0.153,0.044,1.31834810814023e-179
"Inka2",6.08017590923677e-184,-3.23247180788033,0.025,0.208,1.96298479229709e-179
"Mast3",1.72397997349654e-183,-1.94703246191622,0.093,0.302,5.56586934443357e-179
"Rnd3",2.45793704979047e-183,1.4513671364725,0.324,0.155,7.93544976524854e-179
"Atp2b4",3.06251673601711e-183,-1.6570731967655,0.175,0.39,9.88733528223125e-179
"Kcnn3",1.11824352429651e-182,-2.71276197004374,0.054,0.249,3.61024921819127e-178
"Mast4",1.47684200475751e-181,-1.58929342716358,0.446,0.597,4.76798441235962e-177
"Slc35g2",1.70499608234091e-181,1.71167423044217,0.189,0.065,5.50457985183762e-177
"Satb1",4.95963953247201e-180,1.32319670711157,0.66,0.558,1.60121962305859e-175
"Jph1",5.00375275163678e-180,-1.51784501060762,0.165,0.383,1.61546157586594e-175
"Atp1a2",7.92572278448046e-179,-4.69719364673946,0.065,0.252,2.55881960096951e-174
